Principio Attivo;Descrizione Gruppo;Denominazione e Confezione;Prezzo al pubblico €;Prezzo Ex-factory €;Prezzo massimo di cessione €;Titolare AIC;"Codice 
AIC";Codice Gruppo Equivalenza;Metri cubi ossigeno 
Secukinumab;SECUKINUMAB 150MG 1ML 2 UNITA' USO PARENTERALE;COSENTYX*2 siringhe preriempite SC 150 mg 1 ml;1563,96;947,63;-;NOVARTIS EUROPHARM LTD;043873037;GZM;
Dactinomicina;DACTINOMICINA 0,5MG 1 UNITA' USO PARENTERALE;COSMEGEN*1 flaconcino EV 0,5 mg polv;106,50;64,53;-;RECORDATI RARE DISEASES SARL;022738013;AJV;
Cobimetinib;COBIMETINIB 20MG 63 UNITA' USO ORALE;COTELLIC*3x21 cpr riv 20 mg;8636,04;5232,70;-;ROCHE REGISTRATION GMBH;044551012;JGY;
Isavuconazolo;ISAVUCONAZOLO 200MG 10ML 1 UNITA' USO PARENTERALE;CRESEMBA*1 flaconcino polv infus 10 ml 200 mg;595,79;361,00;-;BASILEA PHARM.DEUTSCH.GMBH;044528014;GXT;
Burosumab;BUROSUMAB 10MG/ML 1 UNITA' USO PARENTERALE;CRYSVITA*SC 1 flaconcino 10 mg 1 ml;5046,38;3057,67;-;KYOWA KIRIN HOLDINGS B.V.;046127015;LAC;
Burosumab;BUROSUMAB 20MG/ML 1 UNITA' USO PARENTERALE;CRYSVITA*SC 1 flaconcino 20 mg 1 ml;10091,27;6114,44;-;KYOWA KIRIN HOLDINGS B.V.;046127027;LAD;
Burosumab;BUROSUMAB 30MG/ML 1 UNITA' USO PARENTERALE;CRYSVITA*SC 1 flaconcino 30 mg 1 ml;15137,65;9172,11;-;KYOWA KIRIN HOLDINGS B.V.;046127039;LAE;
Daptomicina;DAPTOMICINA 350MG 1 UNITA' USO PARENTERALE;CUBICIN*1 flaconcino EV 350 mg 50 mg/ml;118,50;71,80;-;MERCK SHARP & DOHME BV;037151014;AJX;
Daptomicina;DAPTOMICINA 500MG 1 UNITA' USO PARENTERALE;CUBICIN*1 flaconcino EV polv 500 mg 10 ml 50 mg/ml;169,30;102,58;-;MERCK SHARP & DOHME BV;037151026;AJY;
Frazione fosfolipidica da polmone di suino;FRAZIONE FOSFOLIPIDICA DA POLMONE DI SUINO 240MG 3ML 1 UNITA' USO ENDOTRACHEALE O ENDOBRONCHIALE;CUROSURF*1 fiala 240 mg 3 ml;1280,32;581,96;-;CHIESI FARMACEUTICI SpA;028221024;ARZ;
Frazione fosfolipidica da polmone di suino;FRAZIONE FOSFOLIPIDICA DA POLMONE DI SUINO 120MG 1,5ML 2 UNITA' USO ENDOTRACHEALE O ENDOBRONCHIALE;CUROSURF*2 fiale 120 mg 1,5 ml;1280,32;581,96;-;CHIESI FARMACEUTICI SpA;028221012;ARY;
Immunoglobulina Umana Normale;IMMUNOGLOBULINA UMANA NORMALE 165MG/ML 1980MG 12ML 1 UNITA' USO PARENTERALE;CUTAQUIG*1 flaconcino SC 12 ml 165 mg/ml;214,55;130,00;-;OCTAPHARMA ITALY SpA;045996030;LWX;
Immunoglobulina Umana Normale;IMMUNOGLOBULINA UMANA NORMALE 165MG/ML 3960MG 24ML 1 UNITA' USO PARENTERALE;CUTAQUIG*1 flaconcino SC 24 ml 165 mg/ml;429,10;260,00;-;OCTAPHARMA ITALY SpA;045996055;LWY;
Immunoglobulina Umana Normale;IMMUNOGLOBULINA UMANA NORMALE 165MG/ML 7920MG 48ML 1 UNITA' USO PARENTERALE;CUTAQUIG*1 flaconcino SC 48 ml 165 mg/ml;858,21;520,00;-;OCTAPHARMA ITALY SpA;045996067;LWZ;
Immunoglobulina Umana Normale;IMMUNOGLOBULINA UMANA NORMALE 165MG/ML 990 MG 6ML 1 UNITA' USO PARENTERALE;CUTAQUIG*1 flaconcino SC 6 ml 165 mg/ml;107,28;65,00;-;OCTAPHARMA ITALY SpA;045996016;LWW;
Immunoglobulina Umana Normale;IMMUNOGLOBULINA UMANA NORMALE 2G 10ML 1 UNITA' USO PARENTERALE;CUVITRU*1 flaconcino SC 10 ml 200 mg/ml;214,55;130,00;-;BAXALTA INNOVATIONS GMBH;044244022;AVM;
Immunoglobulina Umana Normale;IMMUNOGLOBULINA UMANA NORMALE 4G 20ML 1 UNITA' USO PARENTERALE;CUVITRU*1 flaconcino SC 20 ml 200 mg/ml;429,10;260,00;-;BAXALTA INNOVATIONS GMBH;044244034;AVQ;
Immunoglobulina Umana Normale;IMMUNOGLOBULINA UMANA NORMALE 8G 40ML 1 UNITA' USO PARENTERALE;CUVITRU*1 flaconcino SC 40 ml 200 mg/ml;858,21;520,00;-;BAXALTA INNOVATIONS GMBH;044244046;KLI;
Immunoglobulina Umana Normale;IMMUNOGLOBULINA UMANA NORMALE 1G 5ML 1 UNITA' USO PARENTERALE;CUVITRU*1 flaconcino SC 5 ml 200 mg/ml;107,28;65,00;-;BAXALTA INNOVATIONS GMBH;044244010;AVI;
Ramucirumab;RAMUCIRUMAB 100MG 10ML 1 UNITA' USO PARENTERALE;CYRAMZA*1 flaconcino EV 10 ml 10 mg/ml;940,73;570,00;-;ELI LILLY NEDERLAND BV;043797012;JDG;
Ramucirumab;RAMUCIRUMAB 100MG 10ML 1 UNITA' USO PARENTERALE;CYRAMZA*1 flaconcino EV 10 ml 10 mg/ml;831,13;503,60;-;ABACUS MEDICINE A/S COPENHAGEN;051084010;JDG;
Ramucirumab;RAMUCIRUMAB 500MG 50ML 1 UNITA' USO PARENTERALE;CYRAMZA*1 flaconcino EV 50 ml 10 mg/ml;4703,64;2850,00;-;ELI LILLY NEDERLAND BV;043797036;JDH;
Ramucirumab;RAMUCIRUMAB 500MG 50ML 1 UNITA' USO PARENTERALE;CYRAMZA*1 flaconcino EV 50 ml 10 mg/ml;4155,67;2517,98;-;ABACUS MEDICINE A/S COPENHAGEN;051084022;JDH;
Immunoglobulina Umana Citomegalovirus;IMMUNOGLOBULINA UMANA CITOMEGALOVIRUS 1.000UI 10ML 1 UNITA' USO PARENTERALE EV;CYTOMEGATECT*1 flacone EV 1.000 U 10 ml;325,21;197,05;-;BIOTEST PHARMA GMBH;046731016;GWG;
Immunoglobulina Umana Citomegalovirus;IMMUNOGLOBULINA UMANA CITOMEGALOVIRUS 5.000UI 50ML 1 UNITA' USO PARENTERALE EV;CYTOMEGATECT*1 flacone EV 5.000 U 50 ml 100 U/ml;1431,45;867,34;-;BIOTEST PHARMA GMBH;046731028;GWH;
Apomorfina;APOMORFINA 5MG/ML 20ML 5 UNITA' USO PARENTERALE;DACEPTON*5 flaconcini SC 5 mg/ml 20 ml;469,20;284,29;-;EVER NEURO PHARMA GmbH;042035042;LUI;
Decitabina;DECITABINA 50MG 20ML 1 UNITA' USO PARENTERALE;DACOGEN*1 flaconcino EV 50 mg polvere;1832,07;1110,08;-;JANSSEN CILAG INTERNAT.N.V.;042634016;IZR;
Daptomicina;DAPTOMICINA 350MG 1 UNITA' USO PARENTERALE;DAPTOMICINA ACCORDPHARMA*1 flaconcino polv soluz iniett infus 350 mg;82,95;50,26;-;ACCORD HEALTHCARE SLU;048393019;AJX;
Daptomicina;DAPTOMICINA 500MG 1 UNITA' USO PARENTERALE;DAPTOMICINA ACCORDPHARMA*1 flaconcino polv soluz iniett infus 500 mg;118,50;71,80;-;ACCORD HEALTHCARE SLU;048393033;AJY;
Daptomicina;DAPTOMICINA 350MG 1 UNITA' USO PARENTERALE;DAPTOMICINA*1 flaconcino polv soluz iniett infus 350 mg;88,88;53,86;-;DR. REDDY'S Srl;044780017;AJX;
Daptomicina;DAPTOMICINA 350MG 1 UNITA' USO PARENTERALE;DAPTOMICINA*1 flaconcino polv soluz iniett infus 350 mg;82,95;50,27;-;XELLIA PHARMACEUTICALS ApS;045055011;AJX;
Daptomicina;DAPTOMICINA 350MG 1 UNITA' USO PARENTERALE;DAPTOMICINA*1 flaconcino polv soluz iniett infus 350 mg;82,95;50,27;-;HIKMA ITALIA SpA;045059019;AJX;
Daptomicina;DAPTOMICINA 350MG 1 UNITA' USO PARENTERALE;DAPTOMICINA*1 flaconcino polv soluz iniett infus 350 mg;82,95;50,27;-;ACCORD HEALTHCARE SLU;045436019;AJX;
Daptomicina;DAPTOMICINA 350MG 1 UNITA' USO PARENTERALE;DAPTOMICINA*1 flaconcino polv soluz iniett infus 350 mg;82,95;50,27;-;TILLOMED ITALIA Srl;048085017;AJX;
Daptomicina;DAPTOMICINA 500MG 1 UNITA' USO PARENTERALE;DAPTOMICINA*1 flaconcino polv soluz iniett infus 500 mg;126,99;76,94;-;DR. REDDY'S Srl;044780029;AJY;
Daptomicina;DAPTOMICINA 500MG 1 UNITA' USO PARENTERALE;DAPTOMICINA*1 flaconcino polv soluz iniett infus 500 mg;118,50;71,80;-;XELLIA PHARMACEUTICALS ApS;045055035;AJY;
Daptomicina;DAPTOMICINA 500MG 1 UNITA' USO PARENTERALE;DAPTOMICINA*1 flaconcino polv soluz iniett infus 500 mg;118,50;71,80;-;HIKMA ITALIA SpA;045059033;AJY;
Daptomicina;DAPTOMICINA 500MG 1 UNITA' USO PARENTERALE;DAPTOMICINA*1 flaconcino polv soluz iniett infus 500 mg;118,50;71,80;-;ACCORD HEALTHCARE SLU;045436033;AJY;
Daptomicina;DAPTOMICINA 500MG 1 UNITA' USO PARENTERALE;DAPTOMICINA*1 flaconcino polv soluz iniett infus 500 mg;118,50;71,80;-;TILLOMED ITALIA Srl;048085031;AJY;
Daptomicina;DAPTOMICINA 350MG 5 UNITA' USO PARENTERALE;DAPTOMICINA*5 flaconcini polv soluz iniett infus 350 mg;399,96;242,34;-;NORIDEM ENTERPRISES LTD;048789022;KKC;
Daptomicina;DAPTOMICINA 350MG 5 UNITA' USO PARENTERALE;DAPTOMICINA*5 flaconcini polv soluz iniett infus 350 mg;399,96;242,34;-;HAMELN PHARMA GmbH;049653025;KKC;
Daptomicina;DAPTOMICINA 500MG 5 UNITA' USO PARENTERALE;DAPTOMICINA*5 flaconcini polv soluz iniett infus 500 mg;571,41;346,23;-;NORIDEM ENTERPRISES LTD;048789061;KKD;
Daptomicina;DAPTOMICINA 500MG 5 UNITA' USO PARENTERALE;DAPTOMICINA*5 flaconcini polv soluz iniett infus 500 mg;571,41;346,23;-;HAMELN PHARMA GmbH;049653052;KKD;
Darunavir;DARUNAVIR 600MG 60 UNITA' USO ORALE;DARUNAVIR*2x30 cpr riv 600 mg flacone;553,77;335,54;-;TILLOMED ITALIA Srl;048365023;AKD;
Darunavir;DARUNAVIR 800MG 30 UNITA' USO ORALE;DARUNAVIR*30 cpr riv 800 mg flacone;364,53;220,88;-;SANDOZ SpA;044715035;IWP;
Darunavir;DARUNAVIR 800MG 30 UNITA' USO ORALE;DARUNAVIR*30 cpr riv 800 mg flacone;364,53;220,88;-;VIATRIS LIMITED;045250432;IWP;
Darunavir;DARUNAVIR 800MG 30 UNITA' USO ORALE;DARUNAVIR*30 cpr riv 800 mg flacone;364,53;220,88;-;KRKA D.D.NOVO MESTO;045929092;IWP;
Darunavir;DARUNAVIR 800MG 30 UNITA' USO ORALE;DARUNAVIR*30 cpr riv 800 mg flacone;266,11;161,24;-;AUROBINDO PHARMA ITALIA Srl;046290033;IWP;
Darunavir;DARUNAVIR 800MG 30 UNITA' USO ORALE;DARUNAVIR*30 cpr riv 800 mg flacone;364,53;220,88;-;ACCORD HEALTHCARE SLU;046823023;IWP;
Darunavir;DARUNAVIR 800MG 30 UNITA' USO ORALE;DARUNAVIR*30 cpr riv 800 mg flacone;364,53;220,88;-;TILLOMED ITALIA Srl;048365035;IWP;
Darunavir;DARUNAVIR 600MG 60 UNITA' USO ORALE;DARUNAVIR*30x2 cpr riv 600 mg flacone;553,77;335,54;-;KRKA D.D.NOVO MESTO;045929066;AKD;
Darunavir;DARUNAVIR 600MG 60 UNITA' USO ORALE;DARUNAVIR*60 cpr riv 600 mg flacone;553,77;335,54;-;SANDOZ SpA;044715023;AKD;
Darunavir;DARUNAVIR 600MG 60 UNITA' USO ORALE;DARUNAVIR*60 cpr riv 600 mg flacone;553,77;335,54;-;VIATRIS LIMITED;045250370;AKD;
Darunavir;DARUNAVIR 600MG 60 UNITA' USO ORALE;DARUNAVIR*60 cpr riv 600 mg flacone;404,25;244,95;-;AUROBINDO PHARMA ITALIA Srl;046290021;AKD;
Darunavir;DARUNAVIR 600MG 60 UNITA' USO ORALE;DARUNAVIR*60 cpr riv 600 mg flacone;553,77;335,54;-;ACCORD HEALTHCARE SLU;046823011;AKD;
Daratumumab;DARATUMUMAB 400MG 20ML 1 UNITA' USO PARENTERALE;DARZALEX*1 flacone EV 20 ml 20 mg/ml;2806,30;1700,37;-;JANSSEN CILAG INTERNAT.N.V.;044885022;KAD;
Daratumumab;DARATUMUMAB 100MG 5ML 1 UNITA' USO PARENTERALE;DARZALEX*1 flacone EV 5 ml 20 mg/ml;701,56;425,09;-;JANSSEN CILAG INTERNAT.N.V.;044885010;KAC;
Daratumumab;DARATUMUMAB 1800MG 15 ML 120MG/ML 1 UNITA' USO PARENTERALE;DARZALEX*1 flacone SC 15 ml 120 mg/ml;8418,85;5101,10;-;JANSSEN CILAG INTERNAT.N.V.;044885046;LSK;
Dasatinib;DASATINIB 100MG 30 UNITA' USO ORALE;DASATINIB*30 cpr riv 100 mg;3985,10;2414,63;-;EG SpA;045575180;AKE;
Dasatinib;DASATINIB 100MG 30 UNITA' USO ORALE;DASATINIB*30 cpr riv 100 mg;3985,10;2414,63;-;SANDOZ SpA;046281123;AKE;
Dasatinib;DASATINIB 100MG 30 UNITA' USO ORALE;DASATINIB*30 cpr riv 100 mg;3985,10;2414,63;-;MYLAN SpA;047966104;AKE;
Dasatinib;DASATINIB 100MG 30 UNITA' USO ORALE;DASATINIB*30 cpr riv 100 mg;3985,10;2414,63;-;ZENTIVA ITALIA Srl;048157073;AKE;
Dasatinib;DASATINIB 140MG 30 UNITA' USO ORALE;DASATINIB*30 cpr riv 140 mg;3985,10;2414,63;-;EG SpA;045575204;AKF;
Dasatinib;DASATINIB 140MG 30 UNITA' USO ORALE;DASATINIB*30 cpr riv 140 mg;3985,10;2414,63;-;SANDOZ SpA;046281147;AKF;
Dasatinib;DASATINIB 140MG 30 UNITA' USO ORALE;DASATINIB*30 cpr riv 140 mg;3985,10;2414,63;-;MYLAN SpA;047966130;AKF;
Dasatinib;DASATINIB 140MG 30 UNITA' USO ORALE;DASATINIB*30 cpr riv 140 mg;3985,10;2414,63;-;ZENTIVA ITALIA Srl;048157109;AKF;
Dasatinib;DASATINIB 80MG 30 UNITA' USO ORALE;DASATINIB*30 cpr riv 80 mg;3985,10;2414,63;-;EG SpA;045575166;AKM;
Dasatinib;DASATINIB 80MG 30 UNITA' USO ORALE;DASATINIB*30 cpr riv 80 mg;3985,10;2414,63;-;SANDOZ SpA;046281109;AKM;
Dasatinib;DASATINIB 80MG 30 UNITA' USO ORALE;DASATINIB*30 cpr riv 80 mg;3985,10;2414,63;-;MYLAN SpA;047966078;AKM;
Dasatinib;DASATINIB 80MG 30 UNITA' USO ORALE;DASATINIB*30 cpr riv 80 mg;3985,10;2414,63;-;ZENTIVA ITALIA Srl;048157046;AKM;
Dasatinib;DASATINIB 50MG 60 UNITA' USO ORALE;DASATINIB*60 cpr riv 50 mg;3985,10;2414,63;-;EG SpA;045575038;AKJ;
Dasatinib;DASATINIB 50MG 60 UNITA' USO ORALE;DASATINIB*60 cpr riv 50 mg;3985,10;2414,63;-;SANDOZ SpA;046281059;AKJ;
Dasatinib;DASATINIB 50MG 60 UNITA' USO ORALE;DASATINIB*60 cpr riv 50 mg;3985,10;2414,63;-;MYLAN SpA;047966015;AKJ;
Dasatinib;DASATINIB 50MG 60 UNITA' USO ORALE;DASATINIB*60 cpr riv 50 mg;3985,10;2414,63;-;ZENTIVA ITALIA Srl;048157010;AKJ;
Daunorubicina;DAUNORUBICINA 20MG 10ML 1 UNITA' USO PARENTERALE;DAUNOBLASTINA*1 flaconcino EV 20 mg + 1 fiala solv 10 ml;19,50;8,86;-;PFIZER ITALIA Srl;021035023;AKN;
Glasdegib;GLASDEGIB 100MG 30 UNITA' USO ORALE;DAURISMO*30 cpr riv 100 mg flacone;18472,93;11193,00;-;PFIZER EUROPE MA EEIG;048906046;MBJ;
Glasdegib;GLASDEGIB 25MG 60 UNITA' USO ORALE;DAURISMO*60 cpr riv 25 mg;18472,93;11193,00;-;PFIZER EUROPE MA EEIG;048906022;MBK;
Metronidazolo;METRONIDAZOLO 500MG 100ML 25 UNITA' USO PARENTERALE;DEFLAMON*25 flaconi EV 500 mg 100 ml;106,07;48,21;-;SPA (SOC.PRO.ANTIBIOTICI) SpA;021299045;BEB;
Doravirina/lamivudina/tenofovir disoproxil;DORAVIRINA+LAMIVUDINA+TENOFOVIR DISPROXIL 100+300+245MG 30 UNITA' USO ORALE;DELSTRIGO*30 cpr riv 100 mg + 300 mg + 245 mg;1302,06;788,93;-;MERCK SHARP & DOHME Ltd;047426010;KTH;
Delamanid;DELAMANID 50 MG 48 UNITA' USO ORALE;DELTYBA*48 cpr riv 50 mg;2286,91;1385,67;-;OTSUKA NOVEL PRODUCTS GMBH;043367046;JZM;
Sodio valproato;ACIDO VALPROICO (SALE DI SODIO) 400MG 4ML 4 UNITA' USO PARENTERALE;DEPAKIN*4 flaconcini polv EV 400 mg + 4 fiale solv 4 ml;50,42;22,91;-;SANOFI Srl;022483061;ABY;
Emtricitabina/Tenofovir alafenamide;EMTRICITABINA+TENOFOVIR ALAFENAMIDE 200+10MG 30 UNITA' USO ORALE;DESCOVY*30 cpr riv 200 mg + 10 mg;677,71;410,64;-;GILEAD SCIENCES IRELAND UC;044865018;JVX;
Emtricitabina/Tenofovir alafenamide;EMTRICITABINA+TENOFOVIR ALAFENAMIDE 200+25MG 30 UNITA' USO ORALE;DESCOVY*30 cpr riv 200 mg + 25 mg;677,71;410,64;-;GILEAD SCIENCES IRELAND UC;044865032;JVZ;
Dexmedetomidina;DEXMEDETOMIDINA 200MCG 2ML 25 UNITA' USO PARENTERALE;DEXDOR*25 fiale EV 2 ml 100 mcg/ml;586,49;355,36;-;ORION CORPORATION;041468024;DVS;
Dexmedetomidina;DEXMEDETOMIDINA 1.000MCG 10ML 4 UNITA' USO PARENTERALE;DEXDOR*4 flaconi EV 10 ml 100 mcg/ml;469,20;284,29;-;ORION CORPORATION;041468063;CYK;
Dexmedetomidina;DEXMEDETOMIDINA 400MCG 4ML 4 UNITA' USO PARENTERALE;DEXDOR*4 flaconi EV 4 ml 100 mcg/ml;187,67;113,72;-;ORION CORPORATION;041468048;KDN;
Dexmedetomidina;DEXMEDETOMIDINA 200MCG 2ML 25 UNITA' USO PARENTERALE;DEXMEDETOMIDINA*25 fiale EV 100 mcg/ml 2 ml;586,49;355,36;-;ALTAN PHARMA LIMITED;046270029;DVS;
Dexmedetomidina;DEXMEDETOMIDINA 200MCG 2ML 25 UNITA' USO PARENTERALE;DEXMEDETOMIDINA*25 fiale EV 2 ml 100 mcg/ml;586,49;355,36;-;EVER VALINJECT GMBH;045003023;DVS;
Dexmedetomidina;DEXMEDETOMIDINA 1.000MCG 10ML 4 UNITA' USO PARENTERALE;DEXMEDETOMIDINA*4 flaconcini EV 10 ml 100 mcg/ml;469,20;284,29;-;EVER VALINJECT GMBH;045003062;CYK;
Dexmedetomidina;DEXMEDETOMIDINA 400MCG 4ML 4 UNITA' USO PARENTERALE;DEXMEDETOMIDINA*4 flaconcini EV 4 ml 100 mcg/ml;187,67;113,72;-;EVER VALINJECT GMBH;045003047;KDN;
Fidaxomicina;FIDAXOMICINA 200MG 20 UNITA' USO ORALE;DIFICLIR*2x10 cpr riv 200 mg;2244,92;1360,23;-;TILLOTTS PHARMA GMBH;042326049;CLW;
Isosorbide dinitrato;ISOSORBIDE DINITRATO 10MG 10ML 10 UNITA' USO PARENTERALE;DINIKET*10 fiale EV 10 mg 10 ml;22,63;10,29;-;MERUS LABS LUXCO II SARL;026887012;BBW;
Propofol;PROPOFOL 1.000MG 50ML 1 UNITA' USO PARENTERALE;DIPRIVAN*1 flaconcino EV 1.000 mg 50 ml;35,15;15,98;-;ASPEN PHARMA TRADING LIMITED;026114088;BIN;
Propofol;PROPOFOL 500MG 50ML 1 UNITA' USO PARENTERALE;DIPRIVAN*1 flaconcino EV 500 mg 50 ml;20,93;9,51;-;ASPEN PHARMA TRADING LIMITED;026114025;BIQ;
Propofol;PROPOFOL 200MG 20ML 5 UNITA' USO PARENTERALE;DIPRIVAN*5 fiale EV 200 mg 20 ml;43,52;19,78;-;ASPEN PHARMA TRADING LIMITED;026114013;BIP;
Sufentanil;SUFENTANIL 250MCG 5ML 5 UNITA' USO PARENTERALE;DISUFEN*5 fiale 5 ml 50 mcg/ml;36,20;21,94;-;ANGELINI SpA;036323032;BLI;
Sufentanil;SUFENTANIL 50MCG 1ML 5 UNITA' USO PARENTERALE;DISUFEN*5 fiale EV 1 ml 50 mcg/ml;7,37;4,47;-;ANGELINI SpA;036323018;BLJ;
Torasemide;TORASEMIDE 200MG 20ML 1 UNITA' USO PARENTERALE;DIURESIX*1 fiala EV 200 mg 20 ml;9,89;4,49;-;MENARINI INTERNAT. O.L.S.A;028262032;BNL;
Dobutamina;DOBUTAMINA 250MG 20ML 1 UNITA' USO PARENTERALE;DOBUTAMINA*1 flaconcino EV 250 mg 20 ml;9,37;4,26;-;BIOINDUSTRIA L.I.M. SpA;034449013;ALH;
Dobutamina;DOBUTAMINA 250MG 20ML 10 UNITA' USO PARENTERALE;DOBUTAMINA*10 flaconcini EV 20 ml 12,5 mg/ml;63,45;38,45;-;HIKMA FARMACEUTICA S.A.;043294014;LUY;
Docetaxel;DOCETAXEL 160MG 8ML 1 UNITA' USO PARENTERALE;DOCETAXEL*1 flaconcino EV 160 mg/8 ml;585,90;355,01;-;ACCORD HEALTHCARE SLU;042184034;ALK;
Docetaxel;DOCETAXEL 160MG 8ML 1 UNITA' USO PARENTERALE;DOCETAXEL*1 flaconcino EV 160 mg/8 ml;585,90;355,01;-;HIKMA FARMACEUTICA S.A.;044686032;ALK;
Docetaxel;DOCETAXEL 20MG 1ML 1 UNITA' USO PARENTERALE;DOCETAXEL*1 flaconcino EV 20 mg 1 ml;84,37;51,12;-;TEVA B.V.;040577013;ALM;
Docetaxel;DOCETAXEL 20MG 1ML 1 UNITA' USO PARENTERALE;DOCETAXEL*1 flaconcino EV 20 mg/ml;84,37;51,12;-;ACCORD HEALTHCARE SLU;042184010;ALM;
Docetaxel;DOCETAXEL 20MG 1ML 1 UNITA' USO PARENTERALE;DOCETAXEL*1 flaconcino EV 20 mg/ml;84,37;51,12;-;HIKMA FARMACEUTICA S.A.;044686018;ALM;
Docetaxel;DOCETAXEL 80MG 4ML 1 UNITA' USO PARENTERALE;DOCETAXEL*1 flaconcino EV 80 mg 4 ml;315,01;190,87;-;TEVA B.V.;040577025;ALR;
Docetaxel;DOCETAXEL 80MG 4ML 1 UNITA' USO PARENTERALE;DOCETAXEL*1 flaconcino EV 80 mg/4 ml;315,01;190,87;-;ACCORD HEALTHCARE SLU;042184022;ALR;
Docetaxel;DOCETAXEL 80MG 4ML 1 UNITA' USO PARENTERALE;DOCETAXEL*1 flaconcino EV 80 mg/4 ml;315,01;190,87;-;HIKMA FARMACEUTICA S.A.;044686020;ALR;
Docetaxel;DOCETAXEL 140MG 7ML 1 UNITA' USO PARENTERALE;DOCETAXEL*1 flacone EV 140 mg 7 ml 20 mg/ml;512,67;310,63;-;EUGIA PHARMA (MALTA) LIMITED;040113033;ALI;
Docetaxel;DOCETAXEL 20MG 1ML 1 UNITA' USO PARENTERALE;DOCETAXEL*1 flacone EV 20 mg 1 ml 20 mg/ml;84,37;51,12;-;EUGIA PHARMA (MALTA) LIMITED;040113019;ALM;
Docetaxel;DOCETAXEL 80MG 4ML 1 UNITA' USO PARENTERALE;DOCETAXEL*1 flacone EV 80 mg 4 ml 20 mg/ml;315,01;190,87;-;EUGIA PHARMA (MALTA) LIMITED;040113021;ALR;
Docetaxel;DOCETAXEL 160MG 8ML 1 UNITA' USO PARENTERALE;DOCETAXEL*20 mg/ml EV 1 flaconcino 8 ml;585,90;355,55;-;EUGIA PHARMA (MALTA) LIMITED;040113045;ALK;
Dopamina;DOPAMINA 200MG 5ML 10 UNITA' USO PARENTERALE;DOPAMINA CLORIDRATO*10 fiale EV 200 mg 5 ml;10,67;6,46;-;HIKMA FARMACEUTICA S.A.;044098010;ALU;
Dopamina;DOPAMINA 200MG 5ML 10 UNITA' USO PARENTERALE;DOPAMINA*10 fiale EV 200 mg 5 ml;10,67;6,46;-;PFIZER ITALIA Srl;035442019;ALU;
Avatrombopag;AVATROMBOPAG 20MG 10 UNITA' USO ORALE;DOPTELET*10 cpr riv 20 mg;1356,91;822,18;-;SWEDISH ORPHAN BIOVITRUM AB(PU;048079014;LFT;
Avatrombopag;AVATROMBOPAG 20MG 15 UNITA' USO ORALE;DOPTELET*15 cpr riv 20 mg;2035,38;1233,27;-;SWEDISH ORPHAN BIOVITRUM AB(PU;048079026;LFS;
Avatrombopag;AVATROMBOPAG 20MG 30 UNITA' USO ORALE;DOPTELET*30 cpr riv 20 mg;4070,76;2466,53;-;SWEDISH ORPHAN BIOVITRUM AB(PU;048079038;LZN;
Dolutegravir/Lamivudina;DOLUTEGRAVIR+LAMIVUDINA 50+300MG 30 UNITA' USO ORALE;DOVATO*30 cpr riv 50 mg + 300 mg;1050,68;636,62;-;VIIV HEALTHCARE BV;048058034;LBI;
Dolutegravir/Lamivudina;DOLUTEGRAVIR+LAMIVUDINA 50+300MG 30 UNITA' USO ORALE;DOVATO*30 cpr riv 50 mg + 300 mg flacone;1050,68;636,62;-;VIIV HEALTHCARE BV;048058010;LBI;
Pretomanid;PRETOMANID 200MG 26 UNITA' USO ORALE;DOVPRELA*26 cpr 200 mg flacone;4705,28;2851,00;-;MYLAN IRE HEALTHCARE LTD;048955037;LTG;
Doxorubicina;DOXORUBICINA 10MG 5ML 1 UNITA' USO PARENTERALE;DOXORUBICINA*1 flaconcino EV 10 mg 5 ml 2 mg/ml;14,90;9,03;-;TEVA ITALIA Srl;039646017;ALW;
Doxorubicina;DOXORUBICINA 10MG 5ML 1 UNITA' USO PARENTERALE;DOXORUBICINA*1 flaconcino EV 10 mg 5 ml 2 mg/ml;14,90;9,03;-;ACCORD HEALTHCARE SLU;040581011;ALW;
Doxorubicina;DOXORUBICINA 100MG 50ML 1 UNITA' USO PARENTERALE;DOXORUBICINA*1 flaconcino EV 100 mg 50 ml 2 mg/ml;111,27;67,42;-;ACCORD HEALTHCARE SLU;040581050;ALV;
Doxorubicina;DOXORUBICINA 200MG 100ML 1 UNITA' USO PARENTERALE;DOXORUBICINA*1 flaconcino EV 100 ml 2 mg/ml;222,68;134,93;-;EUGIA PHARMA (MALTA) LIMITED;040693083;ALY;
Doxorubicina;DOXORUBICINA 200MG 100ML 1 UNITA' USO PARENTERALE;DOXORUBICINA*1 flaconcino EV 200 mg 100 ml 2 mg/ml;222,68;134,93;-;ACCORD HEALTHCARE SLU;040581035;ALY;
Doxorubicina;DOXORUBICINA 50MG 25ML 1 UNITA' USO PARENTERALE;DOXORUBICINA*1 flaconcino EV 25 ml 2 mg/ml;62,56;37,91;-;EUGIA PHARMA (MALTA) LIMITED;040693057;AMF;
Doxorubicina;DOXORUBICINA 50MG 25ML 1 UNITA' USO PARENTERALE;DOXORUBICINA*1 flaconcino EV 25 ml 2 mg/ml;62,56;37,91;-;HIKMA FARMACEUTICA S.A.;042970020;AMF;
Doxorubicina;DOXORUBICINA 10MG 5ML 1 UNITA' USO PARENTERALE;DOXORUBICINA*1 flaconcino EV 5 ml 2 mg/ml;14,90;9,03;-;EUGIA PHARMA (MALTA) LIMITED;040693018;ALW;
